price,buy_vol,sell_vol,total_vol,trades,delta,dominant
3995.9,128,89,222,163,39,buy
3995.8,104,90,203,157,14,buy
3995.7,126,134,290,232,-8,sell
3995.6,110,111,231,167,-1,sell
3995.5,96,133,237,151,-37,sell
3995.4,107,106,221,166,1,buy
3995.3,98,104,207,151,-6,sell
3995.2,127,139,270,179,-12,sell
3995.1,96,126,227,153,-30,sell
3995.0,152,181,342,205,-29,sell
3994.9,92,106,204,158,-14,sell
3994.8,128,118,254,180,10,buy
3994.7,90,83,182,152,7,buy
3994.6,92,107,203,136,-15,sell
3994.5,92,91,186,139,1,buy
3994.4,101,88,199,145,13,buy
3994.3,93,90,188,137,3,buy
3994.2,97,75,180,134,22,buy
3994.1,108,107,220,174,1,buy
3994.0,174,125,308,206,49,buy
3993.9,151,140,298,204,11,buy
3993.8,157,95,262,196,62,buy
3993.7,124,105,240,189,19,buy
3993.6,101,127,230,172,-26,sell
3993.5,97,143,246,176,-46,sell
3993.4,105,107,214,171,-2,sell
3993.3,111,84,200,150,27,buy
3993.2,104,99,209,171,5,buy
3993.1,106,96,214,173,10,buy
3993.0,125,135,266,200,-10,sell
3992.9,111,111,227,171,0,flat
3992.8,97,118,222,182,-21,sell
3992.7,111,126,249,169,-15,sell
3992.6,147,136,289,189,11,buy
3992.5,143,134,282,195,9,buy
3992.4,153,133,293,220,20,buy
3992.3,169,138,315,212,31,buy
3992.2,140,157,306,234,-17,sell
3992.1,147,137,299,199,10,buy
3992.0,166,224,399,233,-58,sell
3991.9,102,107,236,153,-5,sell
3991.8,98,102,211,165,-4,sell
3991.7,89,125,221,150,-36,sell
3991.6,134,124,260,171,10,buy
3991.5,96,97,196,135,-1,sell
3991.4,99,124,227,149,-25,sell
3991.3,115,100,220,159,15,buy
3991.2,114,127,244,157,-13,sell
3991.1,124,126,260,207,-2,sell
3991.0,112,183,310,201,-71,sell
3990.9,102,98,207,166,4,buy
3990.8,89,139,231,175,-50,sell
3990.7,69,120,194,147,-51,sell
3990.6,98,99,204,152,-1,sell
3990.5,73,92,169,135,-19,sell
3990.4,109,73,187,144,36,buy
3990.3,72,65,147,111,7,buy
3990.2,71,94,176,146,-23,sell
3990.1,76,88,168,132,-12,sell
3990.0,126,176,306,201,-50,sell
3989.9,85,84,171,128,1,buy
3989.8,78,106,187,125,-28,sell
3989.7,122,87,214,138,35,buy
3989.6,106,92,208,141,14,buy
3989.5,118,98,224,173,20,buy
3989.4,80,75,166,133,5,buy
3989.3,126,65,201,151,61,buy
3989.2,96,90,191,158,6,buy
3989.1,71,89,164,126,-18,sell
3989.0,78,151,230,154,-73,sell
3988.9,54,71,127,83,-17,sell
3988.8,83,101,186,119,-18,sell
3988.7,122,66,192,132,56,buy
3988.6,103,56,163,118,47,buy
3988.5,76,78,162,110,-2,sell
3988.4,77,71,150,108,6,buy
3988.3,66,84,152,111,-18,sell
3988.2,104,100,209,130,4,buy
3988.1,68,63,145,111,5,buy
3988.0,113,96,216,161,17,buy
3987.9,118,89,217,147,29,buy
3987.8,151,81,239,136,70,buy
3987.7,88,83,171,129,5,buy
3987.6,73,62,138,95,11,buy
3987.5,96,144,244,147,-48,sell
3987.4,64,60,127,98,4,buy
3987.3,61,86,152,106,-25,sell
3987.2,40,66,107,83,-26,sell
3987.1,62,79,144,105,-17,sell
3987.0,82,113,198,115,-31,sell
3986.9,38,41,82,67,-3,sell
3986.8,62,70,137,83,-8,sell
3986.7,43,44,88,75,-1,sell
3986.6,39,57,100,76,-18,sell
3986.5,34,32,69,44,2,buy
3986.4,51,39,91,71,12,buy
3986.3,42,30,74,58,12,buy
3986.2,70,57,132,96,13,buy
3986.1,77,40,119,89,37,buy
3986.0,77,55,136,104,22,buy
3985.9,68,59,134,101,9,buy
3985.8,49,48,102,86,1,buy
3985.7,47,83,132,83,-36,sell
3985.6,60,50,114,80,10,buy
3985.5,74,64,149,88,10,buy
3985.4,63,63,132,81,0,flat
3985.3,31,57,90,64,-26,sell
3985.2,84,60,145,85,24,buy
3985.1,41,55,98,80,-14,sell
3985.0,112,92,212,122,20,buy
3984.9,38,43,84,65,-5,sell
3984.8,43,60,103,73,-17,sell
3984.7,41,40,86,70,1,buy
3984.6,51,41,94,75,10,buy
3984.5,49,45,98,78,4,buy
3984.4,55,41,98,70,14,buy
3984.3,54,74,134,103,-20,sell
3984.2,71,64,139,88,7,buy
3984.1,49,77,131,96,-28,sell
3984.0,129,77,210,112,52,buy
3983.9,45,60,109,81,-15,sell
3983.8,72,45,122,84,27,buy
3983.7,55,44,101,85,11,buy
3983.6,61,54,118,86,7,buy
3983.5,124,49,183,96,75,buy
3983.4,66,67,134,112,-1,sell
3983.3,56,61,118,91,-5,sell
3983.2,51,45,104,79,6,buy
3983.1,56,64,127,91,-8,sell
3983.0,52,91,151,104,-39,sell
3982.9,33,52,92,68,-19,sell
3982.8,51,48,103,66,3,buy
3982.7,60,48,114,73,12,buy
3982.6,36,41,79,55,-5,sell
3982.5,26,44,71,51,-18,sell
3982.4,26,31,61,39,-5,sell
3982.3,24,23,47,31,1,buy
3982.2,23,34,64,42,-11,sell
3982.1,21,21,46,36,0,flat
3982.0,34,30,66,55,4,buy
3981.9,34,19,57,37,15,buy
3981.8,23,18,49,37,5,buy
3981.7,12,18,33,31,-6,sell
3981.6,29,23,57,37,6,buy
3981.5,22,21,46,36,1,buy
3981.4,31,21,56,39,10,buy
3981.3,35,45,83,59,-10,sell
3981.2,40,40,82,62,0,flat
3981.1,24,30,54,40,-6,sell
3981.0,55,44,102,77,11,buy
3980.9,53,32,89,64,21,buy
3980.8,42,44,89,68,-2,sell
3980.7,63,34,97,66,29,buy
3980.6,29,37,70,50,-8,sell
3980.5,73,48,124,84,25,buy
3980.4,37,48,86,62,-11,sell
3980.3,46,51,98,79,-5,sell
3980.2,38,93,134,93,-55,sell
3980.1,41,79,122,62,-38,sell
3980.0,79,84,165,80,-5,sell
3979.9,48,27,80,53,21,buy
3979.8,55,48,107,74,7,buy
3979.7,39,34,76,62,5,buy
3979.6,39,43,86,63,-4,sell
3979.5,26,52,78,66,-26,sell
3979.4,26,31,58,44,-5,sell
3979.3,30,45,78,52,-15,sell
3979.2,44,32,78,60,12,buy
3979.1,49,42,93,55,7,buy
3979.0,33,54,88,53,-21,sell
3978.9,36,26,62,48,10,buy
3978.8,25,21,47,44,4,buy
3978.7,20,29,49,43,-9,sell
3978.6,25,25,50,41,0,flat
3978.5,14,17,31,25,-3,sell
3978.4,19,26,46,40,-7,sell
3978.3,11,13,24,19,-2,sell
3978.2,22,25,48,37,-3,sell
3978.1,12,28,40,33,-16,sell
3978.0,26,74,103,71,-48,sell
3977.9,11,21,33,22,-10,sell
3977.8,13,22,38,25,-9,sell
3977.7,51,25,79,56,26,buy
3977.6,11,9,20,19,2,buy
3977.5,12,11,23,22,1,buy
3977.4,3,13,17,12,-10,sell
3977.3,9,17,26,18,-8,sell
3977.2,6,11,17,13,-5,sell
3977.1,6,13,19,14,-7,sell
3977.0,13,11,24,19,2,buy
3976.9,8,7,15,10,1,buy
3976.8,6,7,15,14,-1,sell
3976.7,6,12,18,15,-6,sell
3976.6,7,9,16,14,-2,sell
3976.5,10,9,20,20,1,buy
3976.4,13,9,24,19,4,buy
3976.3,4,6,11,11,-2,sell
3976.2,11,10,21,17,1,buy
3976.1,9,13,22,19,-4,sell
3976.0,17,16,33,27,1,buy
3975.9,7,19,26,21,-12,sell
3975.8,13,31,48,32,-18,sell
3975.7,13,16,31,25,-3,sell
3975.6,9,25,34,25,-16,sell
3975.5,11,33,45,31,-22,sell
3975.4,20,10,30,21,10,buy
3975.3,74,20,95,64,54,buy
3975.2,24,24,48,37,0,flat
3975.1,21,18,39,31,3,buy
3975.0,13,48,61,34,-35,sell
3974.9,13,15,28,24,-2,sell
3974.8,27,11,38,28,16,buy
3974.7,5,11,16,13,-6,sell
3974.6,15,12,28,19,3,buy
3974.5,14,3,17,11,11,buy
3974.4,4,1,5,5,3,buy
3974.3,6,5,14,11,1,buy
3974.2,1,7,8,7,-6,sell
3974.1,1,2,3,3,-1,sell
3974.0,3,6,9,6,-3,sell
3973.9,3,4,7,4,-1,sell
3973.8,3,6,9,4,-3,sell
3973.7,0,4,4,1,-4,sell
3973.6,0,7,9,3,-7,sell
3973.5,0,6,6,1,-6,sell
3973.4,0,1,1,1,-1,sell
